Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,VS_Puzzle,Clicks,Prompt
14,1627135231607,24/07/2021 14:00:31,1627135232076,1,24/07/2021 15:00:32,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,3,4,2,Screen 1,advancementZone,click_painting,3061,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
15,1627135247748,24/07/2021 14:00:47,1627135248229,1,24/07/2021 15:00:48,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,16146,,,,,0,1,0,,,,,,Break,,,
16,1627135249084,24/07/2021 14:00:49,1627135249551,1,24/07/2021 15:00:49,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,7,1,1,Screen 1,Zone1,continue_button,1316,,,,,0,1,0,,,,,,Prompt,,,Find three Ys within 10 seconds
17,1627135249514,24/07/2021 14:00:49,1627135249988,1,24/07/2021 15:00:49,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,10,1,1,Screen 1,fixation,fixation,444.5,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,
18,1627135250953,24/07/2021 14:00:50,1627135251428,1,24/07/2021 15:00:51,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,advancementZone,click_painting,1436,,,click,1,0,1,0,421,150,,,2,Task_paced,Image6_many.PNG,10,
19,1627135251595,24/07/2021 14:00:51,1627135252074,1,24/07/2021 15:00:52,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,advancementZone,click_painting,2083,,,click,2,0,1,0,482,94,,,2,Task_paced,Image6_many.PNG,10,
20,1627135252650,24/07/2021 14:00:52,1627135253126,1,24/07/2021 15:00:53,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,advancementZone,click_painting,3135,,,click,3,0,1,0,157,49,,,2,Task_paced,Image6_many.PNG,10,
21,1627135255313,24/07/2021 14:00:55,1627135255786,1,24/07/2021 15:00:55,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,advancementZone,click_painting,5793,,,click,4,0,1,0,94,170,,,2,Task_paced,Image6_many.PNG,10,
22,1627135257650,24/07/2021 14:00:57,1627135258136,1,24/07/2021 15:00:58,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,advancementZone,click_painting,8145,,,click,5,0,1,0,355,34,,,2,Task_paced,Image6_many.PNG,10,
23,1627135259511,24/07/2021 14:00:59,1627135259990,1,24/07/2021 15:00:59,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,Zone1,timelimit_screen,10001.299999999996,,,,,0,1,0,,,1,,2,Task_paced,Image6_many.PNG,10,
24,1627135261981,24/07/2021 14:01:01,1627135262458,1,24/07/2021 15:01:02,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,9,2,1,Screen 1,Zone1,continue_button,2460,,,,,0,1,0,,,,,,Prompt,,,Find as many Ys as you can within 10 seconds
25,1627135262480,24/07/2021 14:01:02,1627135262899,1,24/07/2021 15:01:02,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,1,Screen 1,fixation,fixation,444.5,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,
26,1627135264180,24/07/2021 14:01:04,1627135264646,1,24/07/2021 15:01:04,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,2,Screen 2,advancementZone,click_painting,1742,,,click,1,0,1,0,355,32,,,2,Task_paced,Image5_three.PNG,3,
27,1627135265136,24/07/2021 14:01:05,1627135265618,1,24/07/2021 15:01:05,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,2,Screen 2,advancementZone,click_painting,2715,,,click,2,0,1,0,420,155,,,2,Task_paced,Image5_three.PNG,3,
28,1627135267540,24/07/2021 14:01:07,1627135268009,1,24/07/2021 15:01:08,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,2,Screen 2,advancementZone,click_painting,5106,,,click,3,0,1,0,98,172,,,2,Task_paced,Image5_three.PNG,3,
29,1627135267782,24/07/2021 14:01:07,1627135268254,1,24/07/2021 15:01:08,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,2,Screen 2,advancementZone,click_painting,5351,,,click limit reached,3,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,
30,1627135269174,24/07/2021 14:01:09,1627135269658,1,24/07/2021 15:01:09,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,11,1,1,Screen 1,advancementZone,continue_button,1401,,,,,0,1,0,,,,,,End,,,
31,1627135269240,24/07/2021 14:01:09,1627135269670,1,24/07/2021 15:01:09,53563,19,task-9zzh,,14557353,ji3be73f,4332728,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1920x1080,1920x1080,,Visual Search Click on Location,8,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,,,END TASK,,,,,54106,,,,,0,1,0,,,,,,,,,
1,1627154776932,24/07/2021 19:26:16,1627154781471,1,24/07/2021 20:26:21,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1627154777999,24/07/2021 19:26:17,1627154782589,1,24/07/2021 20:26:22,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,1082.5,,,,,0,1,0,,,,,,Instructions,,,
3,1627154778467,24/07/2021 19:26:18,1627154783035,1,24/07/2021 20:26:23,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 2,fixation,fixation,450.10500000000025,,,,,0,1,0,,,,,1,Task,Image1.PNG,1,
4,1627154789659,24/07/2021 19:26:29,1627154794167,1,24/07/2021 20:26:34,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,2,Screen 1,advancementZone,click_painting,11107.599999904633,,,click,1,0,1,0,488,120,,,1,Task,Image1.PNG,1,
5,1627154789815,24/07/2021 19:26:29,1627154794407,1,24/07/2021 20:26:34,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,2,1,2,Screen 1,advancementZone,click_painting,11346.699999809265,,,click limit reached,1,0,1,0,,,,,1,Task,Image1.PNG,1,
6,1627154790260,24/07/2021 19:26:30,1627154794856,1,24/07/2021 20:26:34,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,4,2,1,Screen 2,fixation,fixation,450.1959999999999,,,,,0,1,0,,,,,1,Task,Image3.PNG,1,
7,1627154800809,24/07/2021 19:26:40,1627154805340,1,24/07/2021 20:26:45,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,4,2,2,Screen 1,advancementZone,click_painting,10472,,,click,1,0,1,0,613,251,,,1,Task,Image3.PNG,1,
8,1627154800981,24/07/2021 19:26:40,1627154805577,1,24/07/2021 20:26:45,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,4,2,2,Screen 1,advancementZone,click_painting,10708.099999904633,,,click limit reached,1,0,1,0,,,,,1,Task,Image3.PNG,1,
9,1627154801441,24/07/2021 19:26:41,1627154806026,1,24/07/2021 20:26:46,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,5,3,1,Screen 2,fixation,fixation,450.16300000000047,,,,,0,1,0,,,,,1,Task,Image4.PNG,1,
10,1627154812016,24/07/2021 19:26:52,1627154816530,1,24/07/2021 20:26:56,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,5,3,2,Screen 1,advancementZone,click_painting,10485,,,click,1,0,1,0,484,96,,,1,Task,Image4.PNG,1,
11,1627154812181,24/07/2021 19:26:52,1627154816764,1,24/07/2021 20:26:56,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,5,3,2,Screen 1,advancementZone,click_painting,10717.900000095367,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
12,1627154812626,24/07/2021 19:26:52,1627154817214,1,24/07/2021 20:26:57,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,3,4,1,Screen 2,fixation,fixation,450.24099999999453,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
13,1627154817911,24/07/2021 19:26:57,1627154822425,1,24/07/2021 20:27:02,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,3,4,2,Screen 1,advancementZone,click_painting,5194.200000286102,,,click,1,0,1,0,159,211,,,1,Task,Image2.PNG,1,
14,1627154818079,24/07/2021 19:26:58,1627154822665,1,24/07/2021 20:27:02,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,3,4,2,Screen 1,advancementZone,click_painting,5433.700000286102,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
15,1627154819915,24/07/2021 19:26:59,1627154824434,1,24/07/2021 20:27:04,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,1712.2000002861023,,,,,0,1,0,,,,,,Break,,,
16,1627154825314,24/07/2021 19:27:05,1627154829838,1,24/07/2021 20:27:09,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,7,1,1,Screen 1,Zone1,continue_button,5388.599999904633,,,,,0,1,0,,,,,,Prompt,,,Find three Ys within 10 seconds
17,1627154825692,24/07/2021 19:27:05,1627154830284,1,24/07/2021 20:27:10,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,1,Screen 1,fixation,fixation,450.13700000000244,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,
18,1627154828318,24/07/2021 19:27:08,1627154832909,1,24/07/2021 20:27:12,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,advancementZone,click_painting,2602.800000190735,,,click,1,0,1,0,350,33,,,2,Task_paced,Image5_three.PNG,3,
19,1627154830034,24/07/2021 19:27:10,1627154834485,1,24/07/2021 20:27:14,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,advancementZone,click_painting,4178.900000095367,,,click,2,0,1,0,417,153,,,2,Task_paced,Image5_three.PNG,3,
20,1627154832576,24/07/2021 19:27:12,1627154837102,1,24/07/2021 20:27:17,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,advancementZone,click_painting,6795.900000095367,,,click,3,0,1,0,113,169,,,2,Task_paced,Image5_three.PNG,3,
21,1627154832806,24/07/2021 19:27:12,1627154837339,1,24/07/2021 20:27:17,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,advancementZone,click_painting,7029.200000286102,,,click limit reached,3,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,
22,1627154834499,24/07/2021 19:27:14,1627154839022,1,24/07/2021 20:27:19,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,9,2,1,Screen 1,Zone1,continue_button,1658,,,,,0,1,0,,,,,,Prompt,,,Find as many Ys as you can within 10 seconds
23,1627154834892,24/07/2021 19:27:14,1627154839470,1,24/07/2021 20:27:19,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,10,2,1,Screen 1,fixation,fixation,450.1449999999968,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,
24,1627154837018,24/07/2021 19:27:17,1627154841616,1,24/07/2021 20:27:21,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,advancementZone,click_painting,2119.800000190735,,,click,1,0,1,0,350,24,,,2,Task_paced,Image6_many.PNG,10,
25,1627154839109,24/07/2021 19:27:19,1627154843607,1,24/07/2021 20:27:23,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,advancementZone,click_painting,4111.199999809265,,,click,2,0,1,0,483,100,,,2,Task_paced,Image6_many.PNG,10,
26,1627154840493,24/07/2021 19:27:20,1627154845043,1,24/07/2021 20:27:25,53563,19,task-9zzh,,14560899,xxjvz9o8,4333569,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x768,,Visual Search Click on Location,8,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,advancementZone,click_painting,5546.699999809265,,,click,3,0,1,0,415,153,,,2,Task_paced,Image6_many.PNG,10,
