Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,VS_Puzzle,Clicks,Prompt
11,1627148125624,24/07/2021 17:35:25,1627148170489,1,24/07/2021 18:36:10,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,4,3,2,Screen 1,advancementZone,click_painting,7201.699999809265,,,click limit reached,1,0,1,0,,,,,1,Task,Image3.PNG,1,
12,1627148126077,24/07/2021 17:35:26,1627148170939,1,24/07/2021 18:36:10,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,3,4,1,Screen 2,fixation,fixation,450.0069999999978,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
13,1627148133732,24/07/2021 17:35:33,1627148178588,1,24/07/2021 18:36:18,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,3,4,2,Screen 1,advancementZone,click_painting,7641.799999952316,,,click,1,0,1,0,164,208,,,1,Task,Image2.PNG,1,
14,1627148133962,24/07/2021 17:35:33,1627148178832,1,24/07/2021 18:36:18,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,3,4,2,Screen 1,advancementZone,click_painting,7885.5,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
15,1627148141239,24/07/2021 17:35:41,1627148186108,1,24/07/2021 18:36:26,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,7238.799999952316,,,,,0,1,0,,,,,,Break,,,
16,1627148143491,24/07/2021 17:35:43,1627148188360,1,24/07/2021 18:36:28,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,7,1,1,Screen 1,Zone1,continue_button,2233.2999999523163,,,,,0,1,0,,,,,,Prompt,,,Find three Ys within 10 seconds
17,1627148143956,24/07/2021 17:35:43,1627148188809,1,24/07/2021 18:36:28,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,10,1,1,Screen 1,fixation,fixation,450.1189999999988,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,
18,1627148147537,24/07/2021 17:35:47,1627148192386,1,24/07/2021 18:36:32,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,advancementZone,click_painting,3567,,,click,1,0,1,0,106,174,,,2,Task_paced,Image6_many.PNG,10,
19,1627148149841,24/07/2021 17:35:49,1627148194707,1,24/07/2021 18:36:34,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,advancementZone,click_painting,5887.799999952316,,,click,2,0,1,0,173,50,,,2,Task_paced,Image6_many.PNG,10,
20,1627148151727,24/07/2021 17:35:51,1627148196589,1,24/07/2021 18:36:36,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,advancementZone,click_painting,7769.799999952316,,,click,3,0,1,0,408,150,,,2,Task_paced,Image6_many.PNG,10,
21,1627148153952,24/07/2021 17:35:53,1627148198812,1,24/07/2021 18:36:38,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,Zone1,timelimit_screen,9994.214999999997,,,,,0,1,0,,,1,,2,Task_paced,Image6_many.PNG,10,
22,1627148156804,24/07/2021 17:35:56,1627148201660,1,24/07/2021 18:36:41,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,9,2,1,Screen 1,Zone1,continue_button,2813.2000000476837,,,,,0,1,0,,,,,,Prompt,,,Find as many Ys as you can within 10 seconds
23,1627148157240,24/07/2021 17:35:57,1627148202108,1,24/07/2021 18:36:42,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,8,2,1,Screen 1,fixation,fixation,450.46800000000076,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,
24,1627148162637,24/07/2021 17:36:02,1627148207486,1,24/07/2021 18:36:47,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,8,2,2,Screen 2,advancementZone,click_painting,5369.200000047684,,,click,1,0,1,0,419,148,,,2,Task_paced,Image5_three.PNG,3,
25,1627148166500,24/07/2021 17:36:06,1627148211287,1,24/07/2021 18:36:51,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,8,2,2,Screen 2,advancementZone,click_painting,9170,,,click,2,0,1,0,116,170,,,2,Task_paced,Image5_three.PNG,3,
26,1627148167251,24/07/2021 17:36:07,1627148212104,1,24/07/2021 18:36:52,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,8,2,2,Screen 2,Zone1,timelimit_screen,9994.311999999998,,,,,0,1,0,,,1,,2,Task_paced,Image5_three.PNG,3,
27,1627148169931,24/07/2021 17:36:09,1627148214790,1,24/07/2021 18:36:54,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,11,1,1,Screen 1,advancementZone,continue_button,2670.5999999046326,,,,,0,1,0,,,,,,End,,,
28,1627148169981,24/07/2021 17:36:09,1627148214797,1,24/07/2021 18:36:54,53563,19,task-3u5y,,14559177,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,,,END TASK,,,,,65046,,,,,0,1,0,,,,,,,,,
1,1627154656420,24/07/2021 19:24:16,1627154702026,1,24/07/2021 20:25:02,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1536x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1627154658123,24/07/2021 19:24:18,1627154703800,1,24/07/2021 20:25:03,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,1743.8999999999069,,,,,0,1,0,,,,,,Instructions,,,
3,1627154658578,24/07/2021 19:24:18,1627154704250,1,24/07/2021 20:25:04,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,4,1,1,Screen 2,fixation,fixation,450.52499999999964,,,,,0,1,0,,,,,1,Task,Image3.PNG,1,
4,1627154669569,24/07/2021 19:24:29,1627154715249,1,24/07/2021 20:25:15,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,4,1,2,Screen 1,advancementZone,click_painting,10990.5,,,click,1,0,1,0,604,254,,,1,Task,Image3.PNG,1,
5,1627154669819,24/07/2021 19:24:29,1627154715495,1,24/07/2021 20:25:15,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,4,1,2,Screen 1,advancementZone,click_painting,11236.700000000186,,,click limit reached,1,0,1,0,,,,,1,Task,Image3.PNG,1,
6,1627154670270,24/07/2021 19:24:30,1627154715946,1,24/07/2021 20:25:15,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,5,2,1,Screen 2,fixation,fixation,450.47499999999854,,,,,0,1,0,,,,,1,Task,Image4.PNG,1,
7,1627154685477,24/07/2021 19:24:45,1627154731138,1,24/07/2021 20:25:31,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,5,2,2,Screen 1,advancementZone,click_painting,15186.600000000093,,,click,1,0,1,0,485,86.69148936170214,,,1,Task,Image4.PNG,1,
8,1627154685727,24/07/2021 19:24:45,1627154731379,1,24/07/2021 20:25:31,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,5,2,2,Screen 1,advancementZone,click_painting,15427.400000000373,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
9,1627154686149,24/07/2021 19:24:46,1627154731830,1,24/07/2021 20:25:31,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,3,3,1,Screen 2,fixation,fixation,450.3640000000014,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
10,1627154699852,24/07/2021 19:24:59,1627154745435,1,24/07/2021 20:25:45,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,3,3,2,Screen 1,advancementZone,click_painting,13600.5,,,click,1,0,1,0,170,207,,,1,Task,Image2.PNG,1,
11,1627154700009,24/07/2021 19:25:00,1627154745678,1,24/07/2021 20:25:45,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,3,3,2,Screen 1,advancementZone,click_painting,13843.69999999972,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
12,1627154700477,24/07/2021 19:25:00,1627154746129,1,24/07/2021 20:25:46,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,2,4,1,Screen 2,fixation,fixation,450.5350000000035,,,,,0,1,0,,,,,1,Task,Image1.PNG,1,
13,1627154720985,24/07/2021 19:25:20,1627154766662,1,24/07/2021 20:26:06,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,2,4,2,Screen 1,advancementZone,click_painting,20528.80000000028,,,click,1,0,1,0,504,111,,,1,Task,Image1.PNG,1,
14,1627154721219,24/07/2021 19:25:21,1627154766901,1,24/07/2021 20:26:06,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,2,4,2,Screen 1,advancementZone,click_painting,20767.399999999907,,,click limit reached,1,0,1,0,,,,,1,Task,Image1.PNG,1,
15,1627154723653,24/07/2021 19:25:23,1627154769330,1,24/07/2021 20:26:09,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,2402.899999999907,,,,,0,1,0,,,,,,Break,,,
16,1627154725200,24/07/2021 19:25:25,1627154770878,1,24/07/2021 20:26:10,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,7,1,1,Screen 1,Zone1,continue_button,1531.1000000000931,,,,,0,1,0,,,,,,Prompt,,,Find three Ys within 10 seconds
17,1627154725641,24/07/2021 19:25:25,1627154771322,1,24/07/2021 20:26:11,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,8,1,1,Screen 1,fixation,fixation,450.4820000000036,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,
18,1627154727835,24/07/2021 19:25:27,1627154773512,1,24/07/2021 20:26:13,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,advancementZone,click_painting,2184.399999999907,,,click,1,0,1,0,99,170,,,2,Task_paced,Image5_three.PNG,3,
19,1627154731489,24/07/2021 19:25:31,1627154777173,1,24/07/2021 20:26:17,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,advancementZone,click_painting,5844.699999999721,,,click,2,0,1,0,418,148,,,2,Task_paced,Image5_three.PNG,3,
20,1627154732817,24/07/2021 19:25:32,1627154778495,1,24/07/2021 20:26:18,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,advancementZone,click_painting,7167.0999999996275,,,click,3,0,1,0,347,27,,,2,Task_paced,Image5_three.PNG,3,
21,1627154733052,24/07/2021 19:25:33,1627154778732,1,24/07/2021 20:26:18,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,advancementZone,click_painting,7402.199999999721,,,click limit reached,3,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,
22,1627154735779,24/07/2021 19:25:35,1627154781465,1,24/07/2021 20:26:21,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,9,2,1,Screen 1,Zone1,continue_button,2713.600000000093,,,,,0,1,0,,,,,,Prompt,,,Find as many Ys as you can within 10 seconds
23,1627154736220,24/07/2021 19:25:36,1627154781901,1,24/07/2021 20:26:21,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,10,2,1,Screen 1,fixation,fixation,450.5100000000093,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,
24,1627154739047,24/07/2021 19:25:39,1627154784718,1,24/07/2021 20:26:24,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,advancementZone,click_painting,2808.3000000002794,,,click,1,0,1,0,422,150,,,2,Task_paced,Image6_many.PNG,10,
25,1627154740039,24/07/2021 19:25:40,1627154785683,1,24/07/2021 20:26:25,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,advancementZone,click_painting,3772.7000000001863,,,click,2,0,1,0,490,86,,,2,Task_paced,Image6_many.PNG,10,
26,1627154741672,24/07/2021 19:25:41,1627154787344,1,24/07/2021 20:26:27,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,advancementZone,click_painting,5433.9000000003725,,,click,3,0,1,0,107,174,,,2,Task_paced,Image6_many.PNG,10,
27,1627154743159,24/07/2021 19:25:43,1627154788836,1,24/07/2021 20:26:28,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,advancementZone,click_painting,6926,,,click,4,0,1,0,159,50,,,2,Task_paced,Image6_many.PNG,10,
28,1627154746239,24/07/2021 19:25:46,1627154791897,1,24/07/2021 20:26:31,53563,19,task-3u5y,,14560877,w9l3iqos,4333590,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.55,1536x864,1519x754,,Visual Search Click on Location,8,oneFirst,,,,,152,Right,152,Right,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,Zone1,timelimit_screen,9994.234999999986,,,,,0,1,0,,,1,,2,Task_paced,Image6_many.PNG,10,
