Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,VS_Puzzle,Clicks,Prompt
15,1632064954972,19/09/2021 15:22:34,1632064954325,1,19/09/2021 16:22:34,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,4082.7000000011176,,,,,0,1,0,,,,,,Break,,,
16,1632064958790,19/09/2021 15:22:38,1632064958150,1,19/09/2021 16:22:38,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,1,Screen 3,Zone1,continue_button,3818.5,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
17,1632064959234,19/09/2021 15:22:39,1632064958593,1,19/09/2021 16:22:38,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,2,Screen 1,fixation,fixation,449.85800000000745,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
18,1632064962144,19/09/2021 15:22:42,1632064961502,1,19/09/2021 16:22:41,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,2897.5999999996275,,,click,1,0,1,0,100,170,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
19,1632064966662,19/09/2021 15:22:46,1632064966006,1,19/09/2021 16:22:46,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,7401.5,,,click,2,0,1,0,482,88,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
20,1632064968326,19/09/2021 15:22:48,1632064967694,1,19/09/2021 16:22:47,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,9089.599999999627,,,click,3,0,1,0,355,29,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
21,1632064969236,19/09/2021 15:22:49,1632064968595,1,19/09/2021 16:22:48,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,Zone1,timelimit_screen,9996.704999999987,,,,,0,1,0,,,1,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
22,1632064971806,19/09/2021 15:22:51,1632064971165,1,19/09/2021 16:22:51,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,1,Screen 3,Zone1,continue_button,2561.4000000003725,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
23,1632064972243,19/09/2021 15:22:52,1632064971606,1,19/09/2021 16:22:51,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,2,Screen 1,fixation,fixation,450.0650000000023,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
24,1632064974556,19/09/2021 15:22:54,1632064973909,1,19/09/2021 16:22:53,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,2293.300000000745,,,click,1,0,1,0,353,30,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
25,1632064977227,19/09/2021 15:22:57,1632064976581,1,19/09/2021 16:22:56,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,4965.4000000003725,,,click,2,0,1,0,95,170,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
26,1632064982243,19/09/2021 15:23:02,1632064981602,1,19/09/2021 16:23:01,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,Zone1,timelimit_screen,9996.57299999999,,,,,0,1,0,,,1,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
27,1632064985276,19/09/2021 15:23:05,1632064984637,1,19/09/2021 16:23:04,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,Spreadsheet1,9,1,1,Screen 1,advancementZone,continue_button,3031.5,,,,,0,1,0,,,,,,End,,,
28,1632064985338,19/09/2021 15:23:05,1632064984640,1,19/09/2021 16:23:04,53563,20,task-9zzh,,15849245,BLIND,4690432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x1024,1280x1024,,Visual Search Click on Location,9,bothFirst,168,Right,168,Right,,,,,Spreadsheet1,,,END TASK,,,,,101652,,,,,0,1,0,,,,,,,,,
1,1634209945035,14/10/2021 11:12:25,1634209944921,1,14/10/2021 12:12:24,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1634210056913,14/10/2021 11:14:16,1634210056521,1,14/10/2021 12:14:16,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,111653,,,,,0,1,0,,,,,,Instructions,,,
3,1634210057132,14/10/2021 11:14:17,1634210056980,1,14/10/2021 12:14:16,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 2,fixation,fixation,461,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
4,1634210061698,14/10/2021 11:14:21,1634210061535,1,14/10/2021 12:14:21,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,2,Screen 1,advancementZone,click_painting,4546.999999999985,,,click,1,0,1,0,161,216,,,1,Task,Image2.PNG,1,
5,1634210061902,14/10/2021 11:14:21,1634210061776,1,14/10/2021 12:14:21,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,2,Screen 1,advancementZone,click_painting,4786.999999999985,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
6,1634210062395,14/10/2021 11:14:22,1634210062238,1,14/10/2021 12:14:22,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,5,2,1,Screen 2,fixation,fixation,463,,,,,0,1,0,,,,,1,Task,Image4.PNG,1,
7,1634210081960,14/10/2021 11:14:41,1634210081819,1,14/10/2021 12:14:41,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,5,2,2,Screen 1,advancementZone,click_painting,19573,,,click,1,0,1,0,482,88,,,1,Task,Image4.PNG,1,
8,1634210082194,14/10/2021 11:14:42,1634210082069,1,14/10/2021 12:14:42,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,5,2,2,Screen 1,advancementZone,click_painting,19824,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
9,1634210082719,14/10/2021 11:14:42,1634210082534,1,14/10/2021 12:14:42,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,4,3,1,Screen 2,fixation,fixation,464,,,,,0,1,0,,,,,1,Task,Image3.PNG,1,
10,1634210097378,14/10/2021 11:14:57,1634210097223,1,14/10/2021 12:14:57,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,4,3,2,Screen 1,advancementZone,click_painting,14678,,,click,1,0,1,0,609,250,,,1,Task,Image3.PNG,1,
11,1634210097603,14/10/2021 11:14:57,1634210097473,1,14/10/2021 12:14:57,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,4,3,2,Screen 1,advancementZone,click_painting,14928,,,click limit reached,1,0,1,0,,,,,1,Task,Image3.PNG,1,
12,1634210098052,14/10/2021 11:14:58,1634210097924,1,14/10/2021 12:14:57,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,2,4,1,Screen 2,fixation,fixation,451,,,,,0,1,0,,,,,1,Task,Image1.PNG,1,
13,1634210109989,14/10/2021 11:15:09,1634210109794,1,14/10/2021 12:15:09,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,2,4,2,Screen 1,advancementZone,click_painting,11864,,,click,1,0,1,0,496,114,,,1,Task,Image1.PNG,1,
14,1634210110454,14/10/2021 11:15:10,1634210110038,1,14/10/2021 12:15:10,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,2,4,2,Screen 1,advancementZone,click_painting,12107,,,click limit reached,1,0,1,0,,,,,1,Task,Image1.PNG,1,
15,1634210113490,14/10/2021 11:15:13,1634210113271,1,14/10/2021 12:15:13,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,3213,,,,,0,1,0,,,,,,Break,,,
16,1634210115977,14/10/2021 11:15:15,1634210115710,1,14/10/2021 12:15:15,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,7,1,1,Screen 3,Zone1,continue_button,2426,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
17,1634210116377,14/10/2021 11:15:16,1634210116165,1,14/10/2021 12:15:16,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,7,1,2,Screen 1,fixation,fixation,461,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
18,1634210118071,14/10/2021 11:15:18,1634210117831,1,14/10/2021 12:15:17,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,7,1,3,Screen 2,advancementZone,click_painting,1657,,,click,1,0,1,0,96,168,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
19,1634210120008,14/10/2021 11:15:20,1634210119865,1,14/10/2021 12:15:19,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,7,1,3,Screen 2,advancementZone,click_painting,3691,,,click,2,0,1,0,417,151,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
20,1634210122455,14/10/2021 11:15:22,1634210122283,1,14/10/2021 12:15:22,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,7,1,3,Screen 2,advancementZone,click_painting,6109,,,click,3,0,1,0,349,29,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
21,1634210122806,14/10/2021 11:15:22,1634210122526,1,14/10/2021 12:15:22,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,7,1,3,Screen 2,advancementZone,click_painting,6352,,,click limit reached,3,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
22,1634210124072,14/10/2021 11:15:24,1634210123940,1,14/10/2021 12:15:23,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,1,Screen 3,Zone1,continue_button,1401,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
23,1634210124885,14/10/2021 11:15:24,1634210124386,1,14/10/2021 12:15:24,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,2,Screen 1,fixation,fixation,460,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
24,1634210127132,14/10/2021 11:15:27,1634210126995,1,14/10/2021 12:15:26,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,3,Screen 2,advancementZone,click_painting,2599,,,click,1,0,1,0,99,176,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
25,1634210129148,14/10/2021 11:15:29,1634210128993,1,14/10/2021 12:15:28,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,3,Screen 2,advancementZone,click_painting,4596,,,click,2,0,1,0,356,28,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
26,1634210129969,14/10/2021 11:15:29,1634210129841,1,14/10/2021 12:15:29,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,3,Screen 2,advancementZone,click_painting,5444,,,click,3,0,1,0,417,152,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
27,1634210134200,14/10/2021 11:15:34,1634210134047,1,14/10/2021 12:15:34,53563,20,task-9zzh,,16378382,BLIND,4848619,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.0,1440x900,1440x848,,Visual Search Click on Location,9,bothFirst,152,Right,152,Right,,,,,Spreadsheet1,Spreadsheet1,8,2,3,Screen 2,advancementZone,click_painting,9650,,,click,4,0,1,0,166,55,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
