Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,VS_Puzzle,Clicks,Prompt
11,1641051304454,01/01/2022 15:35:04,1641051304416,0,01/01/2022 15:35:04,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,5,3,2,Screen 1,advancementZone,click_painting,11984,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
12,1641051304894,01/01/2022 15:35:04,1641051304859,0,01/01/2022 15:35:04,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,2,4,1,Screen 2,fixation,fixation,443,,,,,0,1,0,,,,,1,Task,Image1.PNG,1,
13,1641051306553,01/01/2022 15:35:06,1641051306515,0,01/01/2022 15:35:06,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,2,4,2,Screen 1,advancementZone,click_painting,1649,,,click,1,0,1,0,478,120,,,1,Task,Image1.PNG,1,
14,1641051306793,01/01/2022 15:35:06,1641051306754,0,01/01/2022 15:35:06,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,2,4,2,Screen 1,advancementZone,click_painting,1887,,,click limit reached,1,0,1,0,,,,,1,Task,Image1.PNG,1,
15,1641051313514,01/01/2022 15:35:13,1641051313477,0,01/01/2022 15:35:13,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,6708.000000000007,,,,,0,1,0,,,,,,Break,,,
16,1641051316892,01/01/2022 15:35:16,1641051316863,0,01/01/2022 15:35:16,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,1,Screen 3,Zone1,continue_button,3374,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
17,1641051317347,01/01/2022 15:35:17,1641051317306,0,01/01/2022 15:35:17,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,2,Screen 1,fixation,fixation,448,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
18,1641051319115,01/01/2022 15:35:19,1641051319079,0,01/01/2022 15:35:19,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,1765,,,click,1,0,1,0,351,33,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
19,1641051321365,01/01/2022 15:35:21,1641051321331,0,01/01/2022 15:35:21,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,4017,,,click,2,0,1,0,106,173,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
20,1641051323131,01/01/2022 15:35:23,1641051323091,0,01/01/2022 15:35:23,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,5776,,,click,3,0,1,0,403,157,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
21,1641051324164,01/01/2022 15:35:24,1641051324137,0,01/01/2022 15:35:24,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,6822,,,click,4,0,1,0,410,155,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
22,1641051327346,01/01/2022 15:35:27,1641051327307,0,01/01/2022 15:35:27,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,Zone1,timelimit_screen,9999,,,,,0,1,0,,,1,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
23,1641051331720,01/01/2022 15:35:31,1641051331663,0,01/01/2022 15:35:31,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,1,Screen 3,Zone1,continue_button,4343,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
24,1641051332142,01/01/2022 15:35:32,1641051332099,0,01/01/2022 15:35:32,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,2,Screen 1,fixation,fixation,449,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
25,1641051334408,01/01/2022 15:35:34,1641051334378,0,01/01/2022 15:35:34,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,2271,,,click,1,0,1,0,424,145,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
26,1641051336236,01/01/2022 15:35:36,1641051336202,0,01/01/2022 15:35:36,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,4095,,,click,2,0,1,0,108,168,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
27,1641051340729,01/01/2022 15:35:40,1641051340698,0,01/01/2022 15:35:40,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,8591,,,click,3,0,1,0,350,33,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
28,1641051340966,01/01/2022 15:35:40,1641051340935,0,01/01/2022 15:35:40,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,8827,,,click limit reached,3,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
29,1641051342860,01/01/2022 15:35:42,1641051342822,0,01/01/2022 15:35:42,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,Spreadsheet1,9,1,1,Screen 1,advancementZone,continue_button,1877.0000000000146,,,,,0,1,0,,,,,,End,,,
30,1641051342917,01/01/2022 15:35:42,1641051342825,0,01/01/2022 15:35:42,53563,21,task-xa72,,18255981,BLIND,5407126,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.1,1280x800,1280x631,,Visual Search Click on Location,9,bothFirst,178,Right,178,Right,,,,,Spreadsheet1,,,END TASK,,,,,69855,,,,,0,1,0,,,,,,,,,
1,1642800260227,21/01/2022 21:24:20,1642799180375,0,21/01/2022 21:06:20,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1642800267513,21/01/2022 21:24:27,1642799187666,0,21/01/2022 21:06:27,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,7100.599999999999,,,,,0,1,0,,,,,,Instructions,,,
3,1642800267949,21/01/2022 21:24:27,1642799188111,0,21/01/2022 21:06:28,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 2,fixation,fixation,454.49644444444493,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
4,1642800297143,21/01/2022 21:24:57,1642799217327,0,21/01/2022 21:06:57,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,2,Screen 1,advancementZone,click_painting,29207.800000000003,,,click,1,0,1,0,160,216,,,1,Task,Image2.PNG,1,
5,1642800297376,21/01/2022 21:24:57,1642799217571,0,21/01/2022 21:06:57,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,3,1,2,Screen 1,advancementZone,click_painting,29450.9,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
6,1642800297859,21/01/2022 21:24:57,1642799218021,0,21/01/2022 21:06:58,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,4,2,1,Screen 2,fixation,fixation,450.0524444444454,,,,,0,1,0,,,,,1,Task,Image3.PNG,1,
7,1642800305333,21/01/2022 21:25:05,1642799225517,0,21/01/2022 21:07:05,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,4,2,2,Screen 1,advancementZone,click_painting,7487.5999999999985,,,click,1,0,1,0,609,251,,,1,Task,Image3.PNG,1,
8,1642800305566,21/01/2022 21:25:05,1642799225753,0,21/01/2022 21:07:05,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,4,2,2,Screen 1,advancementZone,click_painting,7723.5999999999985,,,click limit reached,1,0,1,0,,,,,1,Task,Image3.PNG,1,
9,1642800306014,21/01/2022 21:25:06,1642799226204,0,21/01/2022 21:07:06,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,2,3,1,Screen 2,fixation,fixation,450.8657777777771,,,,,0,1,0,,,,,1,Task,Image1.PNG,1,
10,1642800312793,21/01/2022 21:25:12,1642799232974,0,21/01/2022 21:07:12,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,2,3,2,Screen 1,advancementZone,click_painting,6760.0999999999985,,,click,1,0,1,0,489,123,,,1,Task,Image1.PNG,1,
11,1642800313021,21/01/2022 21:25:13,1642799233203,0,21/01/2022 21:07:13,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,2,3,2,Screen 1,advancementZone,click_painting,6988.9000000000015,,,click limit reached,1,0,1,0,,,,,1,Task,Image1.PNG,1,
12,1642800313458,21/01/2022 21:25:13,1642799233654,0,21/01/2022 21:07:13,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,5,4,1,Screen 2,fixation,fixation,449.6177777777775,,,,,0,1,0,,,,,1,Task,Image4.PNG,1,
13,1642800331307,21/01/2022 21:25:31,1642799251485,0,21/01/2022 21:07:31,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,5,4,2,Screen 1,advancementZone,click_painting,17821.90000000001,,,click,1,0,1,0,478,89,,,1,Task,Image4.PNG,1,
14,1642800331552,21/01/2022 21:25:31,1642799251733,0,21/01/2022 21:07:31,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,5,4,2,Screen 1,advancementZone,click_painting,18069.5,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
15,1642800335223,21/01/2022 21:25:35,1642799255403,0,21/01/2022 21:07:35,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,3617.7000000000116,,,,,0,1,0,,,,,,Break,,,
16,1642800337308,21/01/2022 21:25:37,1642799257496,0,21/01/2022 21:07:37,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,1,Screen 3,Zone1,continue_button,2068.899999999994,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
17,1642800337762,21/01/2022 21:25:37,1642799257947,0,21/01/2022 21:07:37,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,2,Screen 1,fixation,fixation,454.583999999988,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
18,1642800340286,21/01/2022 21:25:40,1642799260465,0,21/01/2022 21:07:40,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,2506.899999999994,,,click,1,0,1,0,348,33,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
19,1642800345478,21/01/2022 21:25:45,1642799265665,0,21/01/2022 21:07:45,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,7708,,,click,2,0,1,0,161,51,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
20,1642800347769,21/01/2022 21:25:47,1642799267949,0,21/01/2022 21:07:47,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,Zone1,timelimit_screen,10000.19155555556,,,,,0,1,0,,,1,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
21,1642800350130,21/01/2022 21:25:50,1642799270321,0,21/01/2022 21:07:50,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,1,Screen 3,Zone1,continue_button,2359.800000000003,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
22,1642800350563,21/01/2022 21:25:50,1642799270762,0,21/01/2022 21:07:50,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,2,Screen 1,fixation,fixation,452.78088888888306,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
23,1642800353043,21/01/2022 21:25:53,1642799273201,0,21/01/2022 21:07:53,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,2429,,,click,1,0,1,0,351,29,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
24,1642800357680,21/01/2022 21:25:57,1642799277871,0,21/01/2022 21:07:57,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,7099,,,click,2,0,1,0,92,168,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
25,1642800360585,21/01/2022 21:26:00,1642799280763,0,21/01/2022 21:08:00,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,Zone1,timelimit_screen,10001.312000000005,,,,,0,1,0,,,1,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
26,1642800362650,21/01/2022 21:26:02,1642799282831,0,21/01/2022 21:08:02,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,9,1,1,Screen 1,advancementZone,continue_button,2054.2000000000116,,,,,0,1,0,,,,,,End,,,
27,1642800362712,21/01/2022 21:26:02,1642799282836,0,21/01/2022 21:08:02,53563,21,task-xa72,,18745082,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,,,END TASK,,,,,102461,,,,,0,1,0,,,,,,,,,
