Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Randomise questionnaire elements?,END QUESTIONNAIRE
1,1627568621834,29/07/2021 14:23:41,1627568622008,1,29/07/2021 15:23:42,53563,19,questionnaire-ht7m,,14682720,lvuyl4ga,4373538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1536x864,1536x754,,Information sheet and consent ,9,oneFirst,,,,,183,Right,183,Right,No,116784
1,1627616228219,30/07/2021 03:37:08,1627616227469,-4,29/07/2021 23:37:07,53563,19,questionnaire-ht7m,,14701293,zij8g8dv,4379880,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1440x900,1324x717,,Information sheet and consent ,9,bothFirst,178,Right,178,Right,,,,,No,79103
1,1627646662827,30/07/2021 12:04:22,1627646662819,1,30/07/2021 13:04:22,53563,19,questionnaire-ht7m,,14706422,5n9bzcon,4381159,,complete,,,computer,Desktop or Laptop,Chromium OS 13729.84.0,Chrome 89.0.4389.130,1366x768,1366x649,,Information sheet and consent ,9,oneFirst,,,,,152,Right,152,Right,No,92167
1,1627663046062,30/07/2021 16:37:26,1627663014730,-4,30/07/2021 12:36:54,53563,19,questionnaire-ht7m,,14718228,gr8kvtsj,4384320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1280x1024,1280x881,,Information sheet and consent ,9,oneFirst,,,,,168,Right,168,Right,No,45005
1,1627827649794,01/08/2021 14:20:49,1627827649689,1,01/08/2021 15:20:49,53563,19,questionnaire-ht7m,,14746818,k3fbxcf6,4392148,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x657,,Information sheet and consent ,9,bothFirst,168,Right,168,Right,,,,,No,51079
1,1627941378635,02/08/2021 21:56:18,1627941376222,1,02/08/2021 22:56:16,53563,19,questionnaire-ht7m,,14784420,9gtkjilx,4404605,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Information sheet and consent ,9,oneFirst,,,,,163,Right,163,Right,No,11626
1,1627995848128,03/08/2021 13:04:08,1627995847995,-4,03/08/2021 09:04:07,53563,19,questionnaire-ht7m,,14798344,j5hy0n0f,4408537,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1920x1080,1920x937,,Information sheet and consent ,9,bothFirst,183,Right,183,Right,,,,,No,14433
1,1628065333479,04/08/2021 08:22:13,1628065331785,2,04/08/2021 10:22:11,53563,19,questionnaire-ht7m,,14853891,f6c2wa0u,4424285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.107,1366x768,1366x625,,Information sheet and consent ,9,oneFirst,,,,,168,Right,168,Right,No,483096
1,1628092636110,04/08/2021 15:57:16,1628092750825,1,04/08/2021 16:59:10,53563,19,questionnaire-ht7m,,14868900,0k9g67qa,4429865,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x578,,Information sheet and consent ,9,bothFirst,152,Right,152,Right,,,,,No,129618
1,1628262829775,06/08/2021 15:13:49,1628262849124,1,06/08/2021 16:14:09,53563,19,questionnaire-ht7m,,14929014,qsx44hso,4443776,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1280x577,,Information sheet and consent ,9,oneFirst,,,,,157,Right,157,Right,No,10341
1,1628273973702,06/08/2021 18:19:33,1628273973496,-4,06/08/2021 14:19:33,53563,19,questionnaire-ht7m,,14934645,ru56fx5k,4445309,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1920x1080,1898x959,,Information sheet and consent ,9,bothFirst,168,Right,168,Right,,,,,No,159088
1,1628358026281,07/08/2021 17:40:26,1628358025082,1,07/08/2021 18:40:25,53563,19,questionnaire-ht7m,,14946964,mizo6hsv,4447916,,live,,,computer,Desktop or Laptop,Windows 7,Chrome 92.0.4515.131,1366x768,1366x657,,Information sheet and consent ,9,oneFirst,,,,,163,Right,163,Right,No,101831
1,1628358828140,07/08/2021 17:53:48,1628358828666,1,07/08/2021 18:53:48,53563,19,questionnaire-ht7m,,14947164,lx7fqe0b,4447985,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.67,1739x1087,1740x977,,Information sheet and consent ,9,bothFirst,168,Right,168,Right,,,,,No,47448
1,1628360413086,07/08/2021 18:20:13,1628360409770,1,07/08/2021 19:20:09,53563,19,questionnaire-ht7m,,14947709,aabkpjmi,4448050,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1366x768,1366x587,,Information sheet and consent ,9,oneFirst,,,,,163,Right,163,Right,No,106541
1,1628417058410,08/08/2021 10:04:18,1628417058124,1,08/08/2021 11:04:18,53563,19,questionnaire-ht7m,,14951435,34qntcfb,4449101,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1280x1024,1422x1014,,Information sheet and consent ,9,bothFirst,178,Right,178,Right,,,,,No,4409
1,1628417811348,08/08/2021 10:16:51,1628417814407,1,08/08/2021 11:16:54,53563,19,questionnaire-ht7m,,14951561,olpy5lj3,4449137,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1360x768,1360x657,,Information sheet and consent ,9,oneFirst,,,,,157,Right,157,Right,No,32264
1,1628424844124,08/08/2021 12:14:04,1628424849363,1,08/08/2021 13:14:09,53563,19,questionnaire-ht7m,,14952501,wkz8thcu,4449369,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1920x1080,1920x969,,Information sheet and consent ,9,bothFirst,168,Right,168,Right,,,,,No,88617
1,1628425591997,08/08/2021 12:26:31,1628425592094,1,08/08/2021 13:26:32,53563,19,questionnaire-ht7m,,14952904,wm42dli6,4449420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1366x768,1518x694,,Information sheet and consent ,9,bothFirst,173,Right,173,Right,,,,,No,105844
1,1628428984327,08/08/2021 13:23:04,1628428994800,1,08/08/2021 14:23:14,53563,19,questionnaire-ht7m,,14953452,uhnwig14,4449574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x625,,Information sheet and consent ,9,oneFirst,,,,,173,Right,173,Right,No,66059
1,1628431510388,08/08/2021 14:05:10,1628431510197,1,08/08/2021 15:05:10,53563,19,questionnaire-ht7m,,14953795,lb18lit4,4449717,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.107,1440x900,1440x789,,Information sheet and consent ,9,oneFirst,,,,,163,Right,163,Right,No,4490
1,1628443882637,08/08/2021 17:31:22,1628443878762,1,08/08/2021 18:31:18,53563,19,questionnaire-ht7m,,14957175,xxcxlrcr,4450348,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1280x720,1280x577,,Information sheet and consent ,9,oneFirst,,,,,157,Right,157,Right,No,77445
1,1628455656447,08/08/2021 20:47:36,1628455654068,1,08/08/2021 21:47:34,53563,19,questionnaire-ht7m,,14960349,603eratv,4450899,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1280x720,1280x616,,Information sheet and consent ,9,bothFirst,178,Right,178,Right,,,,,No,108384
1,1628496975153,09/08/2021 08:16:15,1628496973693,1,09/08/2021 09:16:13,53563,19,questionnaire-ht7m,,14965948,ot56fgiv,4452039,,complete,,,computer,Desktop or Laptop,Chromium OS 13904.97.0,Chrome 91.0.4472.167,1366x768,1366x649,,Information sheet and consent ,9,oneFirst,,,,,163,Right,163,Right,No,10990
1,1628499808547,09/08/2021 09:03:28,1628499808451,1,09/08/2021 10:03:28,53563,19,questionnaire-ht7m,,14975036,5alb5mbe,4452506,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1920x1080,1319x905,,Information sheet and consent ,9,bothFirst,178,Right,178,Right,,,,,No,28494
1,1628516287122,09/08/2021 13:38:07,1628516285135,1,09/08/2021 14:38:05,53563,19,questionnaire-ht7m,,14991451,degapau0,4454520,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1536x864,1536x754,,Information sheet and consent ,9,oneFirst,,,,,163,Right,163,Right,No,7057
1,1628591242892,10/08/2021 10:27:22,1628591242836,1,10/08/2021 11:27:22,53563,19,questionnaire-ht7m,,15020478,iojzfi1n,4460944,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1280x720,1280x577,,Information sheet and consent ,9,bothFirst,173,Right,173,Right,,,,,No,24156
1,1628614495129,10/08/2021 16:54:55,1628614498491,-4,10/08/2021 12:54:58,53563,19,questionnaire-ht7m,,15049387,tlxlpkb5,4469128,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x697,,Information sheet and consent ,9,oneFirst,,,,,168,Right,168,Right,No,32769
1,1628643135397,11/08/2021 00:52:15,1628643137334,1,11/08/2021 01:52:17,53563,19,questionnaire-ht7m,,15061891,jt03j61q,4472380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1920x1080,1920x937,,Information sheet and consent ,9,bothFirst,168,Right,168,Right,,,,,No,16158
1,1628688570940,11/08/2021 13:29:30,1628688570860,1,11/08/2021 14:29:30,53563,19,questionnaire-ht7m,,15071949,zk4obol5,4475413,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1920x1080,1920x937,,Information sheet and consent ,9,oneFirst,,,,,178,Right,178,Right,No,39766
1,1628698040296,11/08/2021 16:07:20,1628698040530,1,11/08/2021 17:07:20,53563,19,questionnaire-ht7m,,15076620,z00kr5bt,4476704,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1366x768,1366x587,,Information sheet and consent ,9,bothFirst,178,Right,178,Right,,,,,No,8056
1,1628768671465,12/08/2021 11:44:31,1628768670890,1,12/08/2021 12:44:30,53563,19,questionnaire-ht7m,,15096406,e7e3oven,4482002,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1366x768,1366x587,,Information sheet and consent ,9,bothFirst,163,Right,163,Right,,,,,No,71850
1,1628865268814,13/08/2021 14:34:28,1628865268708,1,13/08/2021 15:34:28,53563,19,questionnaire-ht7m,,15127477,0zxkemoo,4488838,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 92.0.4515.131,1920x1080,1637x945,,Information sheet and consent ,9,oneFirst,,,,,188,Right,188,Right,No,6510
1,1628866718106,13/08/2021 14:58:38,1628866718622,1,13/08/2021 15:58:38,53563,19,questionnaire-ht7m,,15129042,5omayy35,4489139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1280x720,1280x609,,Information sheet and consent ,9,bothFirst,183,Right,183,Right,,,,,No,54068
1,1628939852526,14/08/2021 11:17:32,1628939851121,1,14/08/2021 12:17:31,53563,19,questionnaire-ht7m,,15140445,vlkbqx7t,4491824,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 78.0.4093.147,1366x768,1326x658,,Information sheet and consent ,9,bothFirst,178,Right,178,Right,,,,,No,105824
1,1629043760702,15/08/2021 16:09:20,1629043764685,1,15/08/2021 17:09:24,53563,19,questionnaire-ht7m,,15152565,e0oqfhcd,4494914,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1920x1080,1920x937,,Information sheet and consent ,9,oneFirst,,,,,163,Right,163,Right,No,4023
1,1629054356775,15/08/2021 19:05:56,1629054380190,-4,15/08/2021 15:06:20,53563,19,questionnaire-ht7m,,15153512,f7ozevju,4495135,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.73,1920x1080,1920x937,,Information sheet and consent ,9,bothFirst,178,Right,178,Right,,,,,No,229852
1,1629084763894,16/08/2021 03:32:43,1629084763787,-4,15/08/2021 23:32:43,53563,19,questionnaire-ht7m,,15155413,i9yw59r1,4495599,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 92.0.4515.131,1440x900,1093x716,,Information sheet and consent ,9,oneFirst,,,,,168,Right,168,Right,No,7363
1,1629119428219,16/08/2021 13:10:28,1629119428308,1,16/08/2021 14:10:28,53563,19,questionnaire-ht7m,,15161644,kp2j1glc,4497128,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1920x1080,1920x969,,Information sheet and consent ,9,bothFirst,163,Right,163,Right,,,,,No,5619
1,1629122621399,16/08/2021 14:03:41,1629122619812,1,16/08/2021 15:03:39,53563,19,questionnaire-ht7m,,15162674,oy1gdaev,4497415,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.131,1366x768,1366x663,,Information sheet and consent ,9,oneFirst,,,,,173,Right,173,Right,No,47594
1,1629224987762,17/08/2021 18:29:47,1629224981728,1,17/08/2021 19:29:41,53563,19,questionnaire-ht7m,,15201301,zdcx1bbs,4505777,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 92.0.902.73,1920x1080,1920x937,,Information sheet and consent ,9,bothFirst,163,Right,163,Right,,,,,No,19977
1,1629465011598,20/08/2021 13:10:11,1629465011055,-4,20/08/2021 09:10:11,53563,19,questionnaire-ht7m,,15245402,mfu44vlk,4521037,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 92.0.4515.159,1536x864,1536x754,,Information sheet and consent ,9,oneFirst,,,,,168,Right,168,Right,No,53778
END OF FILE
