Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,VS_Puzzle,Clicks,Prompt
11,1642075735422,13/01/2022 12:08:55,1642075734866,0,13/01/2022 12:08:54,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,5,3,2,Screen 1,advancementZone,click_painting,14386.299999999814,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
12,1642075735875,13/01/2022 12:08:55,1642075735315,0,13/01/2022 12:08:55,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,3,4,1,Screen 2,fixation,fixation,449.79299999999785,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
13,1642075784870,13/01/2022 12:09:44,1642075784302,0,13/01/2022 12:09:44,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,3,4,2,Screen 1,advancementZone,click_painting,48981.10000000009,,,click,1,0,1,0,162,218,,,1,Task,Image2.PNG,1,
14,1642075785105,13/01/2022 12:09:45,1642075784547,0,13/01/2022 12:09:44,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,3,4,2,Screen 1,advancementZone,click_painting,49225.39999999991,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
15,1642075791403,13/01/2022 12:09:51,1642075790842,0,13/01/2022 12:09:50,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,6258.899999999907,,,,,0,1,0,,,,,,Break,,,
16,1642075794084,13/01/2022 12:09:54,1642075793520,0,13/01/2022 12:09:53,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,7,1,1,Screen 3,Zone1,continue_button,2644.7000000001863,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
17,1642075794529,13/01/2022 12:09:54,1642075793960,0,13/01/2022 12:09:53,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,7,1,2,Screen 1,fixation,fixation,449.54599999998754,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
18,1642075796861,13/01/2022 12:09:56,1642075796292,0,13/01/2022 12:09:56,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,7,1,3,Screen 2,advancementZone,click_painting,2324,,,click,1,0,1,0,356,30,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
19,1642075800017,13/01/2022 12:10:00,1642075799446,0,13/01/2022 12:09:59,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,7,1,3,Screen 2,advancementZone,click_painting,5477.899999999907,,,click,2,0,1,0,419,148,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
20,1642075801736,13/01/2022 12:10:01,1642075801162,0,13/01/2022 12:10:01,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,7,1,3,Screen 2,advancementZone,click_painting,7193.5,,,click,3,0,1,0,100,164,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
21,1642075801986,13/01/2022 12:10:01,1642075801409,0,13/01/2022 12:10:01,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,7,1,3,Screen 2,advancementZone,click_painting,7438.700000000186,,,click limit reached,3,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
22,1642075804074,13/01/2022 12:10:04,1642075803516,0,13/01/2022 12:10:03,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,8,2,1,Screen 3,Zone1,continue_button,2096.3000000002794,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
23,1642075804523,13/01/2022 12:10:04,1642075803956,0,13/01/2022 12:10:03,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,8,2,2,Screen 1,fixation,fixation,449.47499999999127,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
24,1642075809091,13/01/2022 12:10:09,1642075808529,0,13/01/2022 12:10:08,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,8,2,3,Screen 2,advancementZone,click_painting,4567.0999999996275,,,click,1,0,1,0,349,33,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
25,1642075811560,13/01/2022 12:10:11,1642075810996,0,13/01/2022 12:10:10,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,8,2,3,Screen 2,advancementZone,click_painting,7034,,,click,2,0,1,0,157,56,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
26,1642075814107,13/01/2022 12:10:14,1642075813535,0,13/01/2022 12:10:13,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,8,2,3,Screen 2,advancementZone,click_painting,9573.399999999907,,,click,3,0,1,0,482,86,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
27,1642075814529,13/01/2022 12:10:14,1642075813955,0,13/01/2022 12:10:13,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,8,2,3,Screen 2,Zone1,timelimit_screen,9996.20700000001,,,,,0,1,0,,,1,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
28,1642075817323,13/01/2022 12:10:17,1642075816504,0,13/01/2022 12:10:16,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,9,1,1,Screen 1,advancementZone,continue_button,2537.9000000003725,,,,,0,1,0,,,,,,End,,,
29,1642075817466,13/01/2022 12:10:17,1642075816508,0,13/01/2022 12:10:16,53563,21,task-i37h,,18489064,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,,,END TASK,,,,,122177,,,,,0,1,0,,,,,,,,,
1,1641067016845,01/01/2022 19:56:56,1641067076088,0,01/01/2022 19:57:56,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1641067033137,01/01/2022 19:57:13,1641067092339,0,01/01/2022 19:58:12,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,16021.199999809265,,,,,0,1,0,,,,,,Instructions,,,
3,1641067033497,01/01/2022 19:57:13,1641067092786,0,01/01/2022 19:58:12,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,2,1,1,Screen 2,fixation,fixation,466.8189999999995,,,,,0,1,0,,,,,1,Task,Image1.PNG,1,
4,1641067056254,01/01/2022 19:57:36,1641067115399,0,01/01/2022 19:58:35,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,2,1,2,Screen 1,advancementZone,click_painting,22593.299999713898,,,click,1,0,1,0,487,122,,,1,Task,Image1.PNG,1,
5,1641067056409,01/01/2022 19:57:36,1641067115635,0,01/01/2022 19:58:35,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,2,1,2,Screen 1,advancementZone,click_painting,22828.699999809265,,,click limit reached,1,0,1,0,,,,,1,Task,Image1.PNG,1,
6,1641067056781,01/01/2022 19:57:36,1641067116085,0,01/01/2022 19:58:36,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,3,2,1,Screen 2,fixation,fixation,449.96800000000076,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
7,1641067067525,01/01/2022 19:57:47,1641067126718,0,01/01/2022 19:58:46,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,3,2,2,Screen 1,advancementZone,click_painting,10604.699999809265,,,click,1,0,1,0,157,208,,,1,Task,Image2.PNG,1,
8,1641067067661,01/01/2022 19:57:47,1641067126947,0,01/01/2022 19:58:46,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,3,2,2,Screen 1,advancementZone,click_painting,10833.5,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
9,1641067068087,01/01/2022 19:57:48,1641067127396,0,01/01/2022 19:58:47,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,5,3,1,Screen 2,fixation,fixation,450.1619999999966,,,,,0,1,0,,,,,1,Task,Image4.PNG,1,
10,1641067088958,01/01/2022 19:58:08,1641067148170,0,01/01/2022 19:59:08,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,5,3,2,Screen 1,advancementZone,click_painting,20757.099999904633,,,click,1,0,1,0,479,89,,,1,Task,Image4.PNG,1,
11,1641067089110,01/01/2022 19:58:09,1641067148412,0,01/01/2022 19:59:08,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,5,3,2,Screen 1,advancementZone,click_painting,20998.700000286102,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
12,1641067089555,01/01/2022 19:58:09,1641067148862,0,01/01/2022 19:59:08,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,4,4,1,Screen 2,fixation,fixation,449.92399999999907,,,,,0,1,0,,,,,1,Task,Image3.PNG,1,
13,1641067110187,01/01/2022 19:58:30,1641067169484,0,01/01/2022 19:59:29,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,4,4,2,Screen 1,advancementZone,click_painting,20604,,,click,1,0,1,0,605,250,,,1,Task,Image3.PNG,1,
14,1641067110410,01/01/2022 19:58:30,1641067169728,0,01/01/2022 19:59:29,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,4,4,2,Screen 1,advancementZone,click_painting,20847.800000190735,,,click limit reached,1,0,1,0,,,,,1,Task,Image3.PNG,1,
15,1641067120369,01/01/2022 19:58:40,1641067179554,0,01/01/2022 19:59:39,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,9755.700000286102,,,,,0,1,0,,,,,,Break,,,
16,1641067123468,01/01/2022 19:58:43,1641067182678,0,01/01/2022 19:59:42,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,8,1,1,Screen 3,Zone1,continue_button,3052.5,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
17,1641067123805,01/01/2022 19:58:43,1641067183111,0,01/01/2022 19:59:43,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,8,1,2,Screen 1,fixation,fixation,449.900999999998,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
18,1641067126473,01/01/2022 19:58:46,1641067185779,0,01/01/2022 19:59:45,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,2635.2999997138977,,,click,1,0,1,0,417,146,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
19,1641067128596,01/01/2022 19:58:48,1641067187915,0,01/01/2022 19:59:47,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,4770.599999904633,,,click,2,0,1,0,478,91,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
20,1641067130174,01/01/2022 19:58:50,1641067189479,0,01/01/2022 19:59:49,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,6334.5,,,click,3,0,1,0,100,167,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
21,1641067132287,01/01/2022 19:58:52,1641067191498,0,01/01/2022 19:59:51,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,advancementZone,click_painting,8353.599999904633,,,click,4,0,1,0,157,47,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
22,1641067133819,01/01/2022 19:58:53,1641067193116,0,01/01/2022 19:59:53,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,8,1,3,Screen 2,Zone1,timelimit_screen,9999.634000000005,,,,,0,1,0,,,1,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
23,1641067137617,01/01/2022 19:58:57,1641067196904,0,01/01/2022 19:59:56,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,7,2,1,Screen 3,Zone1,continue_button,3744.699999809265,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
24,1641067138038,01/01/2022 19:58:58,1641067197344,0,01/01/2022 19:59:57,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,7,2,2,Screen 1,fixation,fixation,449.96600000000035,,,,,0,1,0,,,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
25,1641067142601,01/01/2022 19:59:02,1641067201813,0,01/01/2022 20:00:01,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,4445.300000190735,,,click,1,0,1,0,98,168,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
26,1641067147281,01/01/2022 19:59:07,1641067206589,0,01/01/2022 20:00:06,53563,21,task-i37h,,18257159,BLIND,5409261,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 96.0.4664.45,1366x768,1366x768,,Visual Search Click on Location,9,oneFirst,,,,,157,Right,157,Right,Spreadsheet1,Spreadsheet1,7,2,3,Screen 2,advancementZone,click_painting,9221.300000190735,,,click,2,0,1,0,417,148,,,2,Task_paced,Image5_three.PNG,3,Find three Ys within 10 seconds
